id,distractor,tv,reading,music,talking_phone,messaging,socnet,comp_video,other_comp,games,tv_socnet,tv_messaging,tv_comp_video,tv_other_comp,socnet_tv,socnet_messaging,socnet_comp_video,socnet_other_comp,messaging_tv,messaging_socnet,messaging_comp_video,messaging_other_comp,comp_video_tv,comp_video_socnet,comp_video_messaging,comp_video_other_comp,other_comp_tv,other_comp_socnet,other_comp_messaging,other_comp_comp_video,yob,gender,first_language,faculty,academic_performance,parents_qualification,navigation_tool,life1,life2,life3,recall_1,recall_2
312,absa,Not at all,Not at all,3 hours or more,2-3 hours,3 hours or more,1-2 hours,3 hours or more,Less than 30 minutes,Not at all,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Never,Often,Very often,Very often,1995,Female,English,Science,70-75%,University - Bachelors,Mouse,23,17,8,Absa,Shared growth
313,absa,Not at all,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Very often,Very often,Sometimes,Very often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Very often,Sometimes,Often,Often,Sometimes,1997,Male,Afrikaans,Engineering,55-60%,University - Bachelors,Mouse,34,22,47,Absa,Shared growth
314,absa,Not at all,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,3 hours or more,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Not at all,Very often,Very often,Often,Sometimes,Sometimes,Very often,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,Often,Very often,Sometimes,Never,Sometimes,Often,Never,1997,Female,English,Economic and Management Sciences,55-60%,University - Bachelors,Touch pad,13,39,26,Absa,Shared growth
315,absa,1-2 hours,30 minute to 1 hour,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,1-2 hours,Less than 30 minutes,Less than 30 minutes,Often,Often,Never,Never,Very often,Very often,Very often,Never,Very often,Very often,Sometimes,Never,Never,Often,Often,Never,Never,Often,Often,Sometimes,1998,Male,English,Economic and Management Sciences,75-80%,University - Honours,Touch pad,23,22,30,Absa,Personal growth
316,absa,Not at all,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,1996,Female,English,Arts and Social Sciences,75-80%,Matric,Touch pad,17,9,38,Absa,Shared growth
317,absa,Not at all,30 minute to 1 hour,30 minute to 1 hour,Not at all,2-3 hours,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Not at all,Never,Never,Never,Never,Never,Often,Sometimes,Often,Never,Sometimes,Sometimes,Often,Never,Sometimes,Sometimes,Often,Never,Never,Sometimes,Sometimes,1993,Female,Other European language,Economic and Management Sciences,60-65%,University - Bachelors,Mouse,41,17,8,Absa,Personal growth
318,absa,Not at all,2-3 hours,30 minute to 1 hour,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,Less than 30 minutes,Not at all,Very often,Sometimes,Never,Sometimes,Never,Very often,Never,Never,Very often,Very often,Never,Never,Never,Never,Often,Never,Never,Very often,Sometimes,Often,1995,Female,English,Medicine and Health Sciences,60-65%,University - Masters or PhD,Touch pad,23,14,8,Absa,Shared growth
319,absa,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,1996,Male,English,Science,75-80%,University - Honours,Touch pad,43,22,37,Standard Bank,Capital growth
320,absa,Not at all,Less than 30 minutes,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,3 hours or more,30 minute to 1 hour,Not at all,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1997,Female,Afrikaans,Medicine and Health Sciences,60-65%,University - Bachelors,Mouse,6,26,28,Absa,Shared growth
321,absa,2-3 hours,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,2-3 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Not at all,Often,Never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,1991,Female,English,Medicine and Health Sciences,65-70%,University - Honours,Touch pad,6,26,24,Absa,Personal growth
322,absa,Not at all,Less than 30 minutes,3 hours or more,Less than 30 minutes,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Often,Often,Never,Often,Sometimes,Sometimes,Sometimes,Often,Never,Often,Often,Sometimes,Never,Very often,Sometimes,Often,Sometimes,Very often,Sometimes,Sometimes,1998,Female,English,Science,60-65%,University - Bachelors,Mouse,22,17,31,Standard Bank,Shared growth
323,absa,Less than 30 minutes,2-3 hours,1-2 hours,Not at all,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very often,Often,Sometimes,1994,Male,English,AgriSciences,60-65%,Matric,Mouse,9,8,51,Absa,Shared growth
324,absa,Not at all,Less than 30 minutes,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,2-3 hours,Not at all,Very often,Very often,Never,Never,Often,Very often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Often,Sometimes,Never,Often,Often,Often,1998,Female,English,Economic and Management Sciences,55-60%,University - Bachelors,Mouse,33,26,17,Absa,Capital growth
325,absa,Less than 30 minutes,Not at all,30 minute to 1 hour,Less than 30 minutes,3 hours or more,1-2 hours,2-3 hours,1-2 hours,1-2 hours,Often,Often,Never,Sometimes,Often,Often,Often,Never,Often,Often,Often,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1996,Female,Afrikaans,Economic and Management Sciences,60-65%,Matric,Mouse,26,8,41,FNB,Personal growth
326,absa,1-2 hours,1-2 hours,1-2 hours,Not at all,Less than 30 minutes,30 minute to 1 hour,1-2 hours,2-3 hours,Less than 30 minutes,Sometimes,Never,Never,Often,Often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,Sometimes,Never,Often,Often,1995,Female,Afrikaans,Arts and Social Sciences,65-70%,University - Honours,Mouse,22,26,33,Absa,Capital growth
327,absa,Less than 30 minutes,1-2 hours,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,Less than 30 minutes,Not at all,Often,Often,Never,Never,Often,Sometimes,Often,Never,Often,Often,Sometimes,Sometimes,Never,Often,Often,Never,Never,Often,Often,Sometimes,1998,Male,English,Economic and Management Sciences,55-60%,University - Bachelors,Touch pad,19,8,8,Absa,Shared growth
328,absa,Less than 30 minutes,Not at all,Less than 30 minutes,Less than 30 minutes,2-3 hours,2-3 hours,1-2 hours,1-2 hours,Not at all,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,1998,Female,Afrikaans,Education,60-65%,University - Honours,Mouse,9,11,19,Absa,Shared growth
329,absa,1-2 hours,1-2 hours,2-3 hours,2-3 hours,3 hours or more,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Often,Often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Very often,Very often,Very often,1996,Male,Afrikaans,Science,55-60%,University - Bachelors,Touch pad,7,8,4,Nedbank,Personal growth
330,absa,Not at all,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Not at all,Not at all,30 minute to 1 hour,Not at all,Never,Sometimes,Never,Never,Never,Often,Never,Very often,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Very often,Never,1996,Female,Afrikaans,Science,50-55%,University - Masters or PhD,Mouse,23,35,30,Absa,Shared growth
331,absa,Not at all,Not at all,3 hours or more,Not at all,2-3 hours,2-3 hours,3 hours or more,Less than 30 minutes,Not at all,Very often,Very often,Never,Never,Very often,Very often,Often,Sometimes,Very often,Very often,Very often,Very often,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Very often,1998,Male,English,AgriSciences,45-50%,Matric,Touch pad,33,24,11,Standard Bank,Shared growth
332,absa,Not at all,1-2 hours,Less than 30 minutes,Not at all,2-3 hours,Less than 30 minutes,Not at all,30 minute to 1 hour,Less than 30 minutes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,1997,Female,Afrikaans,Engineering,55-60%,University - Masters or PhD,Mouse,36,48,57,Absa,Shared growth
333,absa,30 minute to 1 hour,1-2 hours,2-3 hours,Not at all,Less than 30 minutes,Not at all,30 minute to 1 hour,Not at all,Not at all,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,1998,Male,English,Science,70-75%,Matric,Mouse,22,47,62,Absa,Personal growth
334,absa,Not at all,30 minute to 1 hour,2-3 hours,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Not at all,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,1997,Female,Afrikaans,Science,65-70%,University - Masters or PhD,Touch pad,23,37,4,Absa,Shared growth
335,absa,1-2 hours,30 minute to 1 hour,3 hours or more,Less than 30 minutes,2-3 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Not at all,Very often,Very often,Sometimes,Often,Very often,Very often,Very often,Often,Often,Very often,Very often,Often,Never,Often,Often,Never,Sometimes,Very often,Very often,Sometimes,1995,Female,English,Medicine and Health Sciences,55-60%,University - Masters or PhD,Touch pad,6,32,19,Standard Bank,Shared growth
336,absa,Not at all,1-2 hours,3 hours or more,Less than 30 minutes,2-3 hours,3 hours or more,2-3 hours,Less than 30 minutes,Not at all,Very often,Very often,Never,Often,Sometimes,Very often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Never,Very often,Very often,Sometimes,Never,Sometimes,Sometimes,Sometimes,1996,Female,English,Science,60-65%,University - Bachelors,Touch pad,33,19,4,Absa,Shared growth
337,absa,Not at all,Not at all,3 hours or more,1-2 hours,3 hours or more,3 hours or more,3 hours or more,30 minute to 1 hour,Less than 30 minutes,Often,Often,Never,Never,Sometimes,Very often,Often,Never,Sometimes,Very often,Very often,Very often,Never,Never,Very often,Often,Never,Sometimes,Very often,Often,1996,Female,Other African language,Economic and Management Sciences,60-65%,University - Masters or PhD,Touch pad,23,14,35,Absa,Capital growth
338,absa,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Not at all,Often,Often,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Never,Never,Never,1995,Male,Afrikaans,Engineering,70-75%,Matric,Touch pad,28,41,24,Absa,Shared growth
339,absa,Not at all,3 hours or more,3 hours or more,Less than 30 minutes,1-2 hours,Less than 30 minutes,3 hours or more,3 hours or more,1-2 hours,Very often,Very often,Very often,Very often,Often,Often,Sometimes,Never,Often,Sometimes,Often,Very often,Never,Very often,Very often,Very often,Never,Often,Very often,Very often,1995,Male,English,Engineering,60-65%,University - Honours,Mouse,30,26,30,Absa,Business growth
340,absa,Not at all,2-3 hours,1-2 hours,Less than 30 minutes,1-2 hours,1-2 hours,2-3 hours,Less than 30 minutes,Less than 30 minutes,Very often,Very often,Never,Sometimes,Very often,Often,Often,Sometimes,Very often,Often,Often,Sometimes,Never,Very often,Often,Never,Often,Sometimes,Sometimes,Sometimes,1997,Female,English,Medicine and Health Sciences,60-65%,University - Bachelors,Touch pad,6,47,43,Absa,Personal growth
341,absa,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,1-2 hours,2-3 hours,30 minute to 1 hour,Less than 30 minutes,Sometimes,Often,Very often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Never,Sometimes,Sometimes,Never,Often,Often,Never,Never,Sometimes,Often,Sometimes,1995,Male,Afrikaans,Theology,70-75%,University - Bachelors,Other,3,11,23,Standard Bank,Shared growth
342,absa,Not at all,30 minute to 1 hour,2-3 hours,Less than 30 minutes,1-2 hours,30 minute to 1 hour,1-2 hours,1-2 hours,Not at all,Sometimes,Often,Never,Never,Sometimes,Often,Sometimes,Never,Often,Often,Often,Often,Never,Sometimes,Often,Never,Never,Sometimes,Often,Sometimes,1996,Male,Afrikaans,Engineering,60-65%,University - Honours,Touch pad,23,14,40,Absa,Personal growth
343,absa,1-2 hours,3 hours or more,3 hours or more,1-2 hours,3 hours or more,2-3 hours,3 hours or more,2-3 hours,2-3 hours,Very often,Often,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Never,Often,Often,Often,Never,Often,Often,Often,1995,Female,Zulu,AgriSciences,60-65%,Matric,Mouse,28,54,4,Absa,Personal growth
344,absa,30 minute to 1 hour,Not at all,1-2 hours,Less than 30 minutes,2-3 hours,1-2 hours,3 hours or more,1-2 hours,1-2 hours,Often,Often,Sometimes,Often,Often,Often,Often,Often,Very often,Very often,Very often,Very often,Never,Sometimes,Sometimes,Never,Often,Sometimes,Very often,Often,1996,Male,English,Economic and Management Sciences,75-80%,Matric,Mouse,52,51,51,Absa,Personal growth
345,absa,Not at all,30 minute to 1 hour,3 hours or more,Less than 30 minutes,2-3 hours,1-2 hours,1-2 hours,1-2 hours,Not at all,Often,Very often,Often,Often,Never,Very often,Often,Often,Never,Often,Often,Often,Never,Often,Very often,Often,Never,Often,Very often,Often,1994,Female,English,Arts and Social Sciences,65-70%,University - Bachelors,Other,23,8,33,Absa,Shared growth
346,absa,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,1996,Male,English,Economic and Management Sciences,70-75%,Matric,Other,3,4,4,Absa,Business growth
